"Data (mm-dd)","Distrito","Óbitos"
"Jan-15","Ilha da Madeira","4"
"Jan-16","Ilha da Madeira","9"
"Jan-17","Ilha da Madeira","9"
"Jan-18","Ilha da Madeira","6"
"Jan-19","Ilha da Madeira","11"
"Jan-20","Ilha da Madeira","12"
"Jan-21","Ilha da Madeira","6"
"Jan-22","Ilha da Madeira","11"
"Jan-23","Ilha da Madeira","7"
"Jan-24","Ilha da Madeira","6"
"Jan-25","Ilha da Madeira","7"
"Jan-26","Ilha da Madeira","5"
"Jan-27","Ilha da Madeira","8"
"Jan-28","Ilha da Madeira","3"
"Jan-29","Ilha da Madeira","5"
"Jan-30","Ilha da Madeira","11"
"Jan-31","Ilha da Madeira","3"
"Fev-01","Ilha da Madeira","8"
"Fev-02","Ilha da Madeira","13"
"Fev-03","Ilha da Madeira","10"
"Fev-04","Ilha da Madeira","4"
"Fev-05","Ilha da Madeira","14"
"Fev-06","Ilha da Madeira","6"
"Fev-07","Ilha da Madeira","10"
"Fev-08","Ilha da Madeira","12"
"Fev-09","Ilha da Madeira","5"
"Fev-10","Ilha da Madeira","8"
"Fev-11","Ilha da Madeira","8"
"Fev-12","Ilha da Madeira","7"
"Fev-13","Ilha da Madeira","10"
"Fev-14","Ilha da Madeira","7"
"Fev-15","Ilha da Madeira","5"
"Fev-16","Ilha da Madeira","7"
"Fev-17","Ilha da Madeira","11"
"Fev-18","Ilha da Madeira","8"
"Fev-19","Ilha da Madeira","8"
"Fev-20","Ilha da Madeira","5"
"Fev-21","Ilha da Madeira","9"
"Fev-22","Ilha da Madeira","1"
"Fev-23","Ilha da Madeira","4"
"Fev-24","Ilha da Madeira","6"
"Fev-25","Ilha da Madeira","4"
"Fev-26","Ilha da Madeira","6"
"Fev-27","Ilha da Madeira","4"
"Fev-28","Ilha da Madeira","10"
"Fev-29","Ilha da Madeira","11"
"Mar-01","Ilha da Madeira","9"
"Mar-02","Ilha da Madeira","5"
"Mar-03","Ilha da Madeira","5"
"Mar-04","Ilha da Madeira","9"
"Mar-05","Ilha da Madeira","3"
"Mar-06","Ilha da Madeira","8"
"Mar-07","Ilha da Madeira","9"
"Mar-08","Ilha da Madeira","9"
"Mar-09","Ilha da Madeira","6"
"Mar-10","Ilha da Madeira","12"
"Mar-11","Ilha da Madeira","7"
"Mar-12","Ilha da Madeira","9"
"Mar-13","Ilha da Madeira","13"
"Mar-14","Ilha da Madeira","7"
"Mar-15","Ilha da Madeira","2"
"Mar-16","Ilha da Madeira","2"
"Mar-17","Ilha da Madeira","14"
"Mar-18","Ilha da Madeira","13"
"Mar-19","Ilha da Madeira","11"
"Mar-20","Ilha da Madeira","6"
"Mar-21","Ilha da Madeira","6"
"Mar-22","Ilha da Madeira","10"
"Mar-23","Ilha da Madeira","6"
"Mar-24","Ilha da Madeira","6"
"Mar-25","Ilha da Madeira","8"
"Mar-26","Ilha da Madeira","8"
"Mar-27","Ilha da Madeira","7"
"Mar-28","Ilha da Madeira","5"
"Mar-29","Ilha da Madeira","8"
"Mar-30","Ilha da Madeira","12"
"Mar-31","Ilha da Madeira","4"
"Abr-01","Ilha da Madeira","11"
"Abr-02","Ilha da Madeira","10"
"Abr-03","Ilha da Madeira","10"
"Abr-04","Ilha da Madeira","9"
"Abr-05","Ilha da Madeira","13"
"Abr-06","Ilha da Madeira","6"
"Abr-07","Ilha da Madeira","11"
"Abr-08","Ilha da Madeira","12"
"Abr-09","Ilha da Madeira","10"
"Abr-10","Ilha da Madeira","10"
"Abr-11","Ilha da Madeira","8"
"Abr-12","Ilha da Madeira","9"
"Abr-13","Ilha da Madeira","10"
"Abr-14","Ilha da Madeira","4"
"Abr-15","Ilha da Madeira","9"
"Abr-16","Ilha da Madeira","7"
"Abr-17","Ilha da Madeira","2"
"Abr-18","Ilha da Madeira","4"
"Abr-19","Ilha da Madeira","9"
"Abr-20","Ilha da Madeira","7"
"Abr-21","Ilha da Madeira","7"
"Abr-22","Ilha da Madeira","6"
"Abr-23","Ilha da Madeira","6"
"Abr-24","Ilha da Madeira","10"
"Abr-25","Ilha da Madeira","8"
"Abr-26","Ilha da Madeira","9"
"Abr-27","Ilha da Madeira","2"
"Abr-28","Ilha da Madeira","11"
"Abr-29","Ilha da Madeira","5"
"Abr-30","Ilha da Madeira","5"
"Mai-01","Ilha da Madeira","11"
"Mai-02","Ilha da Madeira","10"
"Mai-03","Ilha da Madeira","6"
"Mai-04","Ilha da Madeira","5"
"Mai-05","Ilha da Madeira","9"
"Mai-06","Ilha da Madeira","4"
"Mai-07","Ilha da Madeira","10"
"Mai-08","Ilha da Madeira","3"
"Mai-09","Ilha da Madeira","10"
"Mai-10","Ilha da Madeira","3"
"Mai-11","Ilha da Madeira","4"
"Mai-12","Ilha da Madeira","6"
"Mai-13","Ilha da Madeira","11"
"Mai-14","Ilha da Madeira","6"
"Mai-15","Ilha da Madeira","7"
"Mai-16","Ilha da Madeira","9"
"Mai-17","Ilha da Madeira","7"
"Mai-18","Ilha da Madeira","8"
"Mai-19","Ilha da Madeira","6"
"Mai-20","Ilha da Madeira","7"
"Mai-21","Ilha da Madeira","3"
"Mai-22","Ilha da Madeira","7"
"Mai-23","Ilha da Madeira","4"
"Jan-01","Ilha das Flores","0"
"Jan-02","Ilha das Flores","0"
"Jan-03","Ilha das Flores","0"
"Jan-04","Ilha das Flores","0"
"Jan-05","Ilha das Flores","0"
"Jan-06","Ilha das Flores","0"
"Jan-07","Ilha das Flores","0"
"Jan-08","Ilha das Flores","1"
"Jan-09","Ilha das Flores","0"
"Jan-10","Ilha das Flores","0"
"Jan-11","Ilha das Flores","0"
"Jan-12","Ilha das Flores","1"
"Jan-13","Ilha das Flores","0"
"Jan-14","Ilha das Flores","0"
"Jan-15","Ilha das Flores","0"
"Jan-16","Ilha das Flores","1"
"Jan-17","Ilha das Flores","0"
"Jan-18","Ilha das Flores","0"
"Jan-19","Ilha das Flores","0"
"Jan-20","Ilha das Flores","0"
"Jan-21","Ilha das Flores","0"
"Jan-22","Ilha das Flores","0"
"Jan-23","Ilha das Flores","0"
"Jan-24","Ilha das Flores","0"
"Jan-25","Ilha das Flores","0"
"Jan-26","Ilha das Flores","0"
"Jan-27","Ilha das Flores","0"
"Jan-28","Ilha das Flores","0"
"Jan-29","Ilha das Flores","0"
"Jan-30","Ilha das Flores","0"
"Jan-31","Ilha das Flores","0"
"Fev-01","Ilha das Flores","0"
"Fev-02","Ilha das Flores","0"
"Fev-03","Ilha das Flores","0"
"Fev-04","Ilha das Flores","0"
"Fev-05","Ilha das Flores","0"
"Fev-06","Ilha das Flores","0"
"Fev-07","Ilha das Flores","0"
"Fev-08","Ilha das Flores","1"
"Fev-09","Ilha das Flores","0"
"Fev-10","Ilha das Flores","0"
"Fev-11","Ilha das Flores","0"
"Fev-12","Ilha das Flores","0"
"Fev-13","Ilha das Flores","0"
"Fev-14","Ilha das Flores","0"
"Fev-15","Ilha das Flores","0"
"Fev-16","Ilha das Flores","0"
"Fev-17","Ilha das Flores","0"
"Fev-18","Ilha das Flores","0"
"Fev-19","Ilha das Flores","0"
"Fev-20","Ilha das Flores","0"
"Fev-21","Ilha das Flores","1"
"Fev-22","Ilha das Flores","0"
"Fev-23","Ilha das Flores","1"
"Fev-24","Ilha das Flores","0"
"Fev-25","Ilha das Flores","0"
"Fev-26","Ilha das Flores","0"
"Fev-27","Ilha das Flores","0"
"Fev-28","Ilha das Flores","0"
"Fev-29","Ilha das Flores","0"
"Mar-01","Ilha das Flores","0"
"Mar-02","Ilha das Flores","0"
"Mar-03","Ilha das Flores","0"
"Mar-04","Ilha das Flores","0"
"Mar-05","Ilha das Flores","1"
"Mar-06","Ilha das Flores","0"
"Mar-07","Ilha das Flores","0"
"Mar-08","Ilha das Flores","0"
"Mar-09","Ilha das Flores","0"
"Mar-10","Ilha das Flores","0"
"Mar-11","Ilha das Flores","1"
"Mar-12","Ilha das Flores","0"
"Mar-13","Ilha das Flores","0"
"Mar-14","Ilha das Flores","0"
"Mar-15","Ilha das Flores","0"
"Mar-16","Ilha das Flores","0"
"Mar-17","Ilha das Flores","0"
"Mar-18","Ilha das Flores","0"
"Mar-19","Ilha das Flores","1"
"Mar-20","Ilha das Flores","0"
"Mar-21","Ilha das Flores","0"
"Mar-22","Ilha das Flores","0"
"Mar-23","Ilha das Flores","1"
"Mar-24","Ilha das Flores","0"
"Mar-25","Ilha das Flores","0"
"Mar-26","Ilha das Flores","0"
"Mar-27","Ilha das Flores","0"
"Mar-28","Ilha das Flores","0"
"Mar-29","Ilha das Flores","0"
"Mar-30","Ilha das Flores","0"
"Mar-31","Ilha das Flores","0"
"Abr-01","Ilha das Flores","0"
"Abr-02","Ilha das Flores","0"
"Abr-03","Ilha das Flores","0"
"Abr-04","Ilha das Flores","0"
"Abr-05","Ilha das Flores","0"
"Abr-06","Ilha das Flores","0"
"Abr-07","Ilha das Flores","0"
"Abr-08","Ilha das Flores","0"
"Abr-09","Ilha das Flores","0"
"Abr-10","Ilha das Flores","0"
"Abr-11","Ilha das Flores","1"
"Abr-12","Ilha das Flores","0"
"Abr-13","Ilha das Flores","0"
"Abr-14","Ilha das Flores","0"
"Abr-15","Ilha das Flores","1"
"Abr-16","Ilha das Flores","0"
"Abr-17","Ilha das Flores","0"
"Abr-18","Ilha das Flores","0"
"Abr-19","Ilha das Flores","0"
"Abr-20","Ilha das Flores","1"
"Abr-21","Ilha das Flores","1"
"Abr-22","Ilha das Flores","1"
"Abr-23","Ilha das Flores","0"
"Abr-24","Ilha das Flores","0"
"Abr-25","Ilha das Flores","0"
"Abr-26","Ilha das Flores","0"
"Abr-27","Ilha das Flores","0"
"Abr-28","Ilha das Flores","0"
"Abr-29","Ilha das Flores","0"
"Abr-30","Ilha das Flores","0"
"Mai-01","Ilha das Flores","1"
"Mai-02","Ilha das Flores","0"
"Mai-03","Ilha das Flores","0"
"Mai-04","Ilha das Flores","0"
"Mai-05","Ilha das Flores","0"
"Mai-06","Ilha das Flores","0"
"Mai-07","Ilha das Flores","0"
"Mai-08","Ilha das Flores","0"
"Mai-09","Ilha das Flores","0"
"Mai-10","Ilha das Flores","0"
"Mai-11","Ilha das Flores","0"
"Mai-12","Ilha das Flores","0"
"Mai-13","Ilha das Flores","1"
"Mai-14","Ilha das Flores","0"
"Mai-15","Ilha das Flores","0"
"Mai-16","Ilha das Flores","1"
"Mai-17","Ilha das Flores","1"
"Mai-18","Ilha das Flores","0"
"Mai-19","Ilha das Flores","0"
"Mai-20","Ilha das Flores","0"
"Mai-21","Ilha das Flores","0"
"Mai-22","Ilha das Flores","0"
"Mai-23","Ilha das Flores","0"
"Jan-01","Ilha de Porto Santo","0"
"Jan-02","Ilha de Porto Santo","1"
"Jan-03","Ilha de Porto Santo","0"
"Jan-04","Ilha de Porto Santo","0"
"Jan-05","Ilha de Porto Santo","0"
"Jan-06","Ilha de Porto Santo","0"
"Jan-07","Ilha de Porto Santo","0"
"Jan-08","Ilha de Porto Santo","0"
"Jan-09","Ilha de Porto Santo","0"
"Jan-10","Ilha de Porto Santo","0"
"Jan-11","Ilha de Porto Santo","1"
"Jan-12","Ilha de Porto Santo","0"
"Jan-13","Ilha de Porto Santo","0"
"Jan-14","Ilha de Porto Santo","0"
"Jan-15","Ilha de Porto Santo","0"
"Jan-16","Ilha de Porto Santo","1"
"Jan-17","Ilha de Porto Santo","0"
"Jan-18","Ilha de Porto Santo","1"
"Jan-19","Ilha de Porto Santo","1"
"Jan-20","Ilha de Porto Santo","1"
"Jan-21","Ilha de Porto Santo","0"
"Jan-22","Ilha de Porto Santo","0"
"Jan-23","Ilha de Porto Santo","0"
"Jan-24","Ilha de Porto Santo","0"
"Jan-25","Ilha de Porto Santo","0"
"Jan-26","Ilha de Porto Santo","1"
"Jan-27","Ilha de Porto Santo","0"
"Jan-28","Ilha de Porto Santo","0"
"Jan-29","Ilha de Porto Santo","0"
"Jan-30","Ilha de Porto Santo","0"
"Jan-31","Ilha de Porto Santo","0"
"Fev-01","Ilha de Porto Santo","0"
"Fev-02","Ilha de Porto Santo","0"
"Fev-03","Ilha de Porto Santo","0"
"Fev-04","Ilha de Porto Santo","0"
"Fev-05","Ilha de Porto Santo","0"
"Fev-06","Ilha de Porto Santo","0"
"Fev-07","Ilha de Porto Santo","0"
"Fev-08","Ilha de Porto Santo","0"
"Fev-09","Ilha de Porto Santo","0"
"Fev-10","Ilha de Porto Santo","0"
"Fev-11","Ilha de Porto Santo","0"
"Fev-12","Ilha de Porto Santo","0"
"Fev-13","Ilha de Porto Santo","0"
"Fev-14","Ilha de Porto Santo","0"
"Fev-15","Ilha de Porto Santo","0"
"Fev-16","Ilha de Porto Santo","0"
"Fev-17","Ilha de Porto Santo","0"
"Fev-18","Ilha de Porto Santo","1"
"Fev-19","Ilha de Porto Santo","1"
"Fev-20","Ilha de Porto Santo","0"
"Fev-21","Ilha de Porto Santo","1"
"Fev-22","Ilha de Porto Santo","0"
"Fev-23","Ilha de Porto Santo","0"
"Fev-24","Ilha de Porto Santo","0"
"Fev-25","Ilha de Porto Santo","0"
"Fev-26","Ilha de Porto Santo","0"
"Fev-27","Ilha de Porto Santo","0"
"Fev-28","Ilha de Porto Santo","0"
"Fev-29","Ilha de Porto Santo","1"
"Mar-01","Ilha de Porto Santo","0"
"Mar-02","Ilha de Porto Santo","0"
"Mar-03","Ilha de Porto Santo","0"
"Mar-04","Ilha de Porto Santo","0"
"Mar-05","Ilha de Porto Santo","0"
"Mar-06","Ilha de Porto Santo","0"
"Mar-07","Ilha de Porto Santo","0"
"Mar-08","Ilha de Porto Santo","0"
"Mar-09","Ilha de Porto Santo","0"
"Mar-10","Ilha de Porto Santo","0"
"Mar-11","Ilha de Porto Santo","0"
"Mar-12","Ilha de Porto Santo","0"
"Mar-13","Ilha de Porto Santo","0"
"Mar-14","Ilha de Porto Santo","1"
"Mar-15","Ilha de Porto Santo","0"
"Mar-16","Ilha de Porto Santo","0"
"Mar-17","Ilha de Porto Santo","0"
"Mar-18","Ilha de Porto Santo","0"
"Mar-19","Ilha de Porto Santo","1"
"Mar-20","Ilha de Porto Santo","0"
"Mar-21","Ilha de Porto Santo","0"
"Mar-22","Ilha de Porto Santo","0"
"Mar-23","Ilha de Porto Santo","0"
"Mar-24","Ilha de Porto Santo","0"
"Mar-25","Ilha de Porto Santo","0"
"Mar-26","Ilha de Porto Santo","1"
"Mar-27","Ilha de Porto Santo","1"
"Mar-28","Ilha de Porto Santo","0"
"Mar-29","Ilha de Porto Santo","0"
"Mar-30","Ilha de Porto Santo","1"
"Mar-31","Ilha de Porto Santo","0"
"Abr-01","Ilha de Porto Santo","0"
"Abr-02","Ilha de Porto Santo","1"
"Abr-03","Ilha de Porto Santo","0"
"Abr-04","Ilha de Porto Santo","0"
"Abr-05","Ilha de Porto Santo","0"
"Abr-06","Ilha de Porto Santo","0"
"Abr-07","Ilha de Porto Santo","1"
"Abr-08","Ilha de Porto Santo","0"
"Abr-09","Ilha de Porto Santo","0"
"Abr-10","Ilha de Porto Santo","0"
"Abr-11","Ilha de Porto Santo","0"
"Abr-12","Ilha de Porto Santo","0"
"Abr-13","Ilha de Porto Santo","0"
"Abr-14","Ilha de Porto Santo","0"
"Abr-15","Ilha de Porto Santo","0"
"Abr-16","Ilha de Porto Santo","0"
"Abr-17","Ilha de Porto Santo","0"
"Abr-18","Ilha de Porto Santo","0"
"Abr-19","Ilha de Porto Santo","1"
"Abr-20","Ilha de Porto Santo","0"
"Abr-21","Ilha de Porto Santo","0"
"Abr-22","Ilha de Porto Santo","0"
"Abr-23","Ilha de Porto Santo","0"
"Abr-24","Ilha de Porto Santo","0"
"Abr-25","Ilha de Porto Santo","0"
"Abr-26","Ilha de Porto Santo","0"
"Abr-27","Ilha de Porto Santo","0"
"Abr-28","Ilha de Porto Santo","0"
"Abr-29","Ilha de Porto Santo","0"
"Abr-30","Ilha de Porto Santo","0"
"Mai-01","Ilha de Porto Santo","0"
"Mai-02","Ilha de Porto Santo","0"
"Mai-03","Ilha de Porto Santo","0"
"Mai-04","Ilha de Porto Santo","1"
"Mai-05","Ilha de Porto Santo","0"
"Mai-06","Ilha de Porto Santo","0"
"Mai-07","Ilha de Porto Santo","0"
"Mai-08","Ilha de Porto Santo","0"
"Mai-09","Ilha de Porto Santo","0"
"Mai-10","Ilha de Porto Santo","0"
"Mai-11","Ilha de Porto Santo","0"
"Mai-12","Ilha de Porto Santo","0"
"Mai-13","Ilha de Porto Santo","0"
"Mai-14","Ilha de Porto Santo","0"
"Mai-15","Ilha de Porto Santo","0"
"Mai-16","Ilha de Porto Santo","0"
"Mai-17","Ilha de Porto Santo","1"
"Mai-18","Ilha de Porto Santo","0"
"Mai-19","Ilha de Porto Santo","0"
"Mai-20","Ilha de Porto Santo","0"
"Mai-21","Ilha de Porto Santo","0"
"Mai-22","Ilha de Porto Santo","0"
"Mai-23","Ilha de Porto Santo","0"
"Jan-01","Ilha de Santa Maria","0"
"Jan-02","Ilha de Santa Maria","0"
"Jan-03","Ilha de Santa Maria","0"
"Jan-04","Ilha de Santa Maria","0"
"Jan-05","Ilha de Santa Maria","0"
"Jan-06","Ilha de Santa Maria","0"
"Jan-07","Ilha de Santa Maria","0"
"Jan-08","Ilha de Santa Maria","0"
"Jan-09","Ilha de Santa Maria","1"
"Jan-10","Ilha de Santa Maria","0"
"Jan-11","Ilha de Santa Maria","0"
"Jan-12","Ilha de Santa Maria","0"
"Jan-13","Ilha de Santa Maria","0"
"Jan-14","Ilha de Santa Maria","0"
"Jan-15","Ilha de Santa Maria","0"
"Jan-16","Ilha de Santa Maria","0"
"Jan-17","Ilha de Santa Maria","0"
"Jan-18","Ilha de Santa Maria","0"
"Jan-19","Ilha de Santa Maria","0"
"Jan-20","Ilha de Santa Maria","0"
"Jan-21","Ilha de Santa Maria","0"
"Jan-22","Ilha de Santa Maria","0"
"Jan-23","Ilha de Santa Maria","0"
"Jan-24","Ilha de Santa Maria","0"
"Jan-25","Ilha de Santa Maria","0"
"Jan-26","Ilha de Santa Maria","0"
"Jan-27","Ilha de Santa Maria","0"
"Jan-28","Ilha de Santa Maria","0"
"Jan-29","Ilha de Santa Maria","0"
"Jan-30","Ilha de Santa Maria","0"
"Jan-31","Ilha de Santa Maria","0"
"Fev-01","Ilha de Santa Maria","0"
"Fev-02","Ilha de Santa Maria","0"
"Fev-03","Ilha de Santa Maria","0"
"Fev-04","Ilha de Santa Maria","0"
"Fev-05","Ilha de Santa Maria","0"
"Fev-06","Ilha de Santa Maria","0"
"Fev-07","Ilha de Santa Maria","1"
"Fev-08","Ilha de Santa Maria","0"
"Fev-09","Ilha de Santa Maria","0"
"Fev-10","Ilha de Santa Maria","1"
"Fev-11","Ilha de Santa Maria","0"
"Fev-12","Ilha de Santa Maria","0"
"Fev-13","Ilha de Santa Maria","0"
"Fev-14","Ilha de Santa Maria","0"
"Fev-15","Ilha de Santa Maria","0"
"Fev-16","Ilha de Santa Maria","0"
"Fev-17","Ilha de Santa Maria","0"
"Fev-18","Ilha de Santa Maria","0"
"Fev-19","Ilha de Santa Maria","0"
"Fev-20","Ilha de Santa Maria","1"
"Fev-21","Ilha de Santa Maria","0"
"Fev-22","Ilha de Santa Maria","0"
"Fev-23","Ilha de Santa Maria","0"
"Fev-24","Ilha de Santa Maria","1"
"Fev-25","Ilha de Santa Maria","0"
"Fev-26","Ilha de Santa Maria","0"
"Fev-27","Ilha de Santa Maria","0"
"Fev-28","Ilha de Santa Maria","0"
"Fev-29","Ilha de Santa Maria","1"
"Mar-01","Ilha de Santa Maria","0"
"Mar-02","Ilha de Santa Maria","0"
"Mar-03","Ilha de Santa Maria","0"
"Mar-04","Ilha de Santa Maria","0"
"Mar-05","Ilha de Santa Maria","0"
"Mar-06","Ilha de Santa Maria","0"
"Mar-07","Ilha de Santa Maria","0"
"Mar-08","Ilha de Santa Maria","1"
"Mar-09","Ilha de Santa Maria","0"
"Mar-10","Ilha de Santa Maria","0"
"Mar-11","Ilha de Santa Maria","1"
"Mar-12","Ilha de Santa Maria","0"
"Mar-13","Ilha de Santa Maria","0"
"Mar-14","Ilha de Santa Maria","0"
"Mar-15","Ilha de Santa Maria","0"
"Mar-16","Ilha de Santa Maria","0"
"Mar-17","Ilha de Santa Maria","0"
"Mar-18","Ilha de Santa Maria","0"
"Mar-19","Ilha de Santa Maria","0"
"Mar-20","Ilha de Santa Maria","1"
"Mar-21","Ilha de Santa Maria","0"
"Mar-22","Ilha de Santa Maria","0"
"Mar-23","Ilha de Santa Maria","0"
"Mar-24","Ilha de Santa Maria","0"
"Mar-25","Ilha de Santa Maria","0"
"Mar-26","Ilha de Santa Maria","0"
"Mar-27","Ilha de Santa Maria","0"
"Mar-28","Ilha de Santa Maria","0"
"Mar-29","Ilha de Santa Maria","0"
"Mar-30","Ilha de Santa Maria","0"
"Mar-31","Ilha de Santa Maria","0"
"Abr-01","Ilha de Santa Maria","1"
"Abr-02","Ilha de Santa Maria","0"
"Abr-03","Ilha de Santa Maria","0"
"Abr-04","Ilha de Santa Maria","0"
"Abr-05","Ilha de Santa Maria","0"
"Abr-06","Ilha de Santa Maria","0"
"Abr-07","Ilha de Santa Maria","0"
"Abr-08","Ilha de Santa Maria","0"
"Abr-09","Ilha de Santa Maria","0"
"Abr-10","Ilha de Santa Maria","0"
"Abr-11","Ilha de Santa Maria","0"
"Abr-12","Ilha de Santa Maria","0"
"Abr-13","Ilha de Santa Maria","0"
"Abr-14","Ilha de Santa Maria","0"
"Abr-15","Ilha de Santa Maria","0"
"Abr-16","Ilha de Santa Maria","0"
"Abr-17","Ilha de Santa Maria","1"
"Abr-18","Ilha de Santa Maria","1"
"Abr-19","Ilha de Santa Maria","0"
"Abr-20","Ilha de Santa Maria","0"
"Abr-21","Ilha de Santa Maria","0"
"Abr-22","Ilha de Santa Maria","0"
"Abr-23","Ilha de Santa Maria","0"
"Abr-24","Ilha de Santa Maria","0"
"Abr-25","Ilha de Santa Maria","0"
"Abr-26","Ilha de Santa Maria","0"
"Abr-27","Ilha de Santa Maria","1"
"Abr-28","Ilha de Santa Maria","0"
"Abr-29","Ilha de Santa Maria","0"
"Abr-30","Ilha de Santa Maria","1"
"Mai-01","Ilha de Santa Maria","0"
"Mai-02","Ilha de Santa Maria","0"
"Mai-03","Ilha de Santa Maria","0"
"Mai-04","Ilha de Santa Maria","1"
"Mai-05","Ilha de Santa Maria","0"
"Mai-06","Ilha de Santa Maria","2"
"Mai-07","Ilha de Santa Maria","0"
"Mai-08","Ilha de Santa Maria","0"
"Mai-09","Ilha de Santa Maria","0"
"Mai-10","Ilha de Santa Maria","0"
"Mai-11","Ilha de Santa Maria","0"
"Mai-12","Ilha de Santa Maria","0"
"Mai-13","Ilha de Santa Maria","0"
"Mai-14","Ilha de Santa Maria","0"
"Mai-15","Ilha de Santa Maria","0"
"Mai-16","Ilha de Santa Maria","0"
"Mai-17","Ilha de Santa Maria","0"
"Mai-18","Ilha de Santa Maria","0"
"Mai-19","Ilha de Santa Maria","0"
"Mai-20","Ilha de Santa Maria","0"
"Mai-21","Ilha de Santa Maria","0"
"Mai-22","Ilha de Santa Maria","0"
"Mai-23","Ilha de Santa Maria","0"
"Jan-01","Ilha de São Jorge","0"
"Jan-02","Ilha de São Jorge","2"
"Jan-03","Ilha de São Jorge","0"
"Jan-04","Ilha de São Jorge","1"
"Jan-05","Ilha de São Jorge","0"
"Jan-06","Ilha de São Jorge","0"
"Jan-07","Ilha de São Jorge","0"
"Jan-08","Ilha de São Jorge","0"
"Jan-09","Ilha de São Jorge","0"
"Jan-10","Ilha de São Jorge","0"
"Jan-11","Ilha de São Jorge","0"
"Jan-12","Ilha de São Jorge","0"
"Jan-13","Ilha de São Jorge","0"
"Jan-14","Ilha de São Jorge","0"
"Jan-15","Ilha de São Jorge","0"
"Jan-16","Ilha de São Jorge","2"
"Jan-17","Ilha de São Jorge","0"
"Jan-18","Ilha de São Jorge","0"
"Jan-19","Ilha de São Jorge","0"
"Jan-20","Ilha de São Jorge","0"
"Jan-21","Ilha de São Jorge","0"
"Jan-22","Ilha de São Jorge","1"
"Jan-23","Ilha de São Jorge","0"
"Jan-24","Ilha de São Jorge","1"
"Jan-25","Ilha de São Jorge","0"
"Jan-26","Ilha de São Jorge","1"
"Jan-27","Ilha de São Jorge","0"
"Jan-28","Ilha de São Jorge","1"
"Jan-29","Ilha de São Jorge","0"
"Jan-30","Ilha de São Jorge","1"
"Jan-31","Ilha de São Jorge","1"
"Fev-01","Ilha de São Jorge","0"
"Fev-02","Ilha de São Jorge","1"
"Fev-03","Ilha de São Jorge","0"
"Fev-04","Ilha de São Jorge","2"
"Fev-05","Ilha de São Jorge","2"
"Fev-06","Ilha de São Jorge","0"
"Fev-07","Ilha de São Jorge","0"
"Fev-08","Ilha de São Jorge","0"
"Fev-09","Ilha de São Jorge","0"
"Fev-10","Ilha de São Jorge","0"
"Fev-11","Ilha de São Jorge","1"
"Fev-12","Ilha de São Jorge","1"
"Fev-13","Ilha de São Jorge","0"
"Fev-14","Ilha de São Jorge","1"
"Fev-15","Ilha de São Jorge","0"
"Fev-16","Ilha de São Jorge","0"
"Fev-17","Ilha de São Jorge","0"
"Fev-18","Ilha de São Jorge","2"
"Fev-19","Ilha de São Jorge","0"
"Fev-20","Ilha de São Jorge","1"
"Fev-21","Ilha de São Jorge","1"
"Fev-22","Ilha de São Jorge","0"
"Fev-23","Ilha de São Jorge","0"
"Fev-24","Ilha de São Jorge","0"
"Fev-25","Ilha de São Jorge","0"
"Fev-26","Ilha de São Jorge","1"
"Fev-27","Ilha de São Jorge","0"
"Fev-28","Ilha de São Jorge","0"
"Fev-29","Ilha de São Jorge","1"
"Mar-01","Ilha de São Jorge","1"
"Mar-02","Ilha de São Jorge","1"
"Mar-03","Ilha de São Jorge","0"
"Mar-04","Ilha de São Jorge","2"
"Mar-05","Ilha de São Jorge","0"
"Mar-06","Ilha de São Jorge","1"
"Mar-07","Ilha de São Jorge","0"
"Mar-08","Ilha de São Jorge","0"
"Mar-09","Ilha de São Jorge","0"
"Mar-10","Ilha de São Jorge","0"
"Mar-11","Ilha de São Jorge","1"
"Mar-12","Ilha de São Jorge","0"
"Mar-13","Ilha de São Jorge","0"
"Mar-14","Ilha de São Jorge","1"
"Mar-15","Ilha de São Jorge","0"
"Mar-16","Ilha de São Jorge","1"
"Mar-17","Ilha de São Jorge","1"
"Mar-18","Ilha de São Jorge","0"
"Mar-19","Ilha de São Jorge","0"
"Mar-20","Ilha de São Jorge","1"
"Mar-21","Ilha de São Jorge","0"
"Mar-22","Ilha de São Jorge","0"
"Mar-23","Ilha de São Jorge","0"
"Mar-24","Ilha de São Jorge","1"
"Mar-25","Ilha de São Jorge","0"
"Mar-26","Ilha de São Jorge","1"
"Mar-27","Ilha de São Jorge","0"
"Mar-28","Ilha de São Jorge","0"
"Mar-29","Ilha de São Jorge","0"
"Mar-30","Ilha de São Jorge","0"
"Mar-31","Ilha de São Jorge","0"
"Abr-01","Ilha de São Jorge","0"
"Abr-02","Ilha de São Jorge","0"
"Abr-03","Ilha de São Jorge","1"
"Abr-04","Ilha de São Jorge","0"
"Abr-05","Ilha de São Jorge","0"
"Abr-06","Ilha de São Jorge","0"
"Abr-07","Ilha de São Jorge","0"
"Abr-08","Ilha de São Jorge","0"
"Abr-09","Ilha de São Jorge","0"
"Abr-10","Ilha de São Jorge","0"
"Abr-11","Ilha de São Jorge","0"
"Abr-12","Ilha de São Jorge","1"
"Abr-13","Ilha de São Jorge","0"
"Abr-14","Ilha de São Jorge","0"
"Abr-15","Ilha de São Jorge","0"
"Abr-16","Ilha de São Jorge","0"
"Abr-17","Ilha de São Jorge","0"
"Abr-18","Ilha de São Jorge","0"
